subject	population	primary_eligible	complete_truth_available	exact_truth_loci	source_record_count	eligibility_reason	truth_source_sha256
HG01351	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01353	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01354	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01356	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01357	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01359	CLM	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01360	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01365	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01366	CLM	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01374	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01375	CLM	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01377	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01378	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01383	CLM	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01384	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01389	CLM	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01390	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01437	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01438	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01440	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01441	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01455	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01456	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01461	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01462	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01464	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01465	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01488	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01489	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01491	CLM	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01492	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01494	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01495	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01497	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01498	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01550	CLM	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
HG01551	CLM	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06985	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06986	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06991	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06993	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06994	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06995	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA06997	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07000	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07014	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07019	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07022	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07029	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07031	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07034	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07037	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07045	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07048	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07051	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07055	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07056	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07340	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07345	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07346	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07347	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07348	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07349	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07357	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA07435	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10830	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10831	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10835	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10836	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10837	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10838	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10839	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10840	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10842	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10843	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10845	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10846	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10847	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10850	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10851	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10852	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10853	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10854	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10855	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10856	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10857	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10859	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10860	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10861	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10863	CEPH	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10864	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA10865	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11829	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11830	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11831	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11832	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11839	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11840	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11843	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11881	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11882	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11891	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11892	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11893	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11894	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11917	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11918	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11919	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11920	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11930	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11931	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11992	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11993	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11994	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA11995	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12003	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12004	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12005	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12006	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12043	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12044	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12045	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12046	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12056	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12057	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12058	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12096	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12097	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12144	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12145	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12146	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12154	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12155	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12156	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12234	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12236	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12239	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12248	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12249	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12264	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12272	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12273	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12274	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12275	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12282	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12283	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12286	CEPH	1	1	3	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA12287	CEPH	1	0	2	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17962	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17965	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17966	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17967	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17968	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17969	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17970	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17971	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17972	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17973	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17974	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17975	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17976	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17977	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17979	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17980	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17981	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17982	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17983	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17986	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17987	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17988	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17989	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17990	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17992	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17993	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17995	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17996	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17997	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17998	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA17999	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18101	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18102	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18103	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18105	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18106	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18107	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18108	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18109	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18112	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18114	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18117	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18118	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18120	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18122	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18124	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18125	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18127	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18128	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18129	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18131	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18132	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18133	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18134	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18135	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18136	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18138	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18139	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18140	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18141	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18143	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18144	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18146	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18147	CHD	1	0	1	1		0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18148	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18149	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18150	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18151	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18152	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
NA18153	CHD	0	0	0	1	unresolved_or_ambiguous	0455d0302ac12a29ab87091cab5e3e557416f6301e89fb122eef8d49cd5644ec
