sample_id	modality	index_uri	bytes	md5	sha256
NA18858	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239384/NA18858.final.cram.crai	1442762	83286434f356f6133d03d5d8e6101df4	41f7f1240d6e3a5d4439e7e558a14c01c3cc6ccb771425b86dd3e28e062e5466
NA18861	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239385/NA18861.final.cram.crai	1340179	6ad25d76df8c15ee4b997e16b0dea7ef	b019d53292b25796beda3f4ccbcb138a17e42d88b088918f527ca07f8cda42cd
NA19093	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239422/NA19093.final.cram.crai	1485549	556d321b93ebd464fd9f0a01a83012ec	f00bccc624ff3b8cf7bb4fb255b7f089c85edae83b85c136572cafb02715e662
NA19099	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239424/NA19099.final.cram.crai	1554153	88601de978676ff0333cde2f2164c83f	55791834cd5337102a07fb2d84388566a9c9957d4a450b88aa79c768e283c95f
NA19116	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239428/NA19116.final.cram.crai	1426010	cea4696b9ed75e6eac3d5e25c3fe90c1	e7b1f1af09519f93d3a46a8ca140a18fd9e79f191371a711b86c8892952dd90d
NA19119	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239429/NA19119.final.cram.crai	1258318	5dc79c8827d8db8bdc7289b2d5357c37	915f8ef29b4cd482208dc653873487b84a450355751581c149889d6e6dcfa2f6
NA19129	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239430/NA19129.final.cram.crai	1440832	afa906153061950806f51afad318163c	4f06bf4732d0241827e1158b24f03e29f0a1cadee07f89a0834ebf9caa406761
NA19130	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239625/NA19130.final.cram.crai	1360488	9be140a16f338cb6aac93d57bf6d92b7	916abb97c729eb972966294d4fc42ba9c1f039a0d85cc27d6643ab138b5f7517
NA19131	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239431/NA19131.final.cram.crai	1631753	6ae91da5e7865537dcac17fe7000f30b	6efed0e599b4720093a7294bd4e6325853bd140b73a0477d75ba140f43009954
NA19152	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239438/NA19152.final.cram.crai	1425642	5ec13080afd90e1e128b3d0ef3cbc4c5	b596e4e159813e50d904e3b5bd55b90488c715560c3822d0245d1f2c52e9c02b
NA19153	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239439/NA19153.final.cram.crai	1416415	eef6c25b1509c22c0204796246f488f4	d4aa7906390163bfcbeacf184e4be63015f1103be140ce77d15131412d461287
NA19209	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239450/NA19209.final.cram.crai	1536769	3ce43ff20d0b921c0ed4e7f52308caa6	c280024aa02af76af1b384711a8215199c93343123c61bc9fef96b208bb5dc4c
NA19210	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239451/NA19210.final.cram.crai	1392309	2332228e3e328ab709134cde4af59247	2a2857f44863dee5fbcfb8315502f0dc2272df79c3078e8bfc0e92676a5af98a
NA19238	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239453/NA19238.final.cram.crai	1705735	32a6e7cbf22e9c9cf30339a264631f8f	839b9dc42ce949366da84eff080193693981bfdcbacf51bacf085cf594e8dca2
NA19239	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239454/NA19239.final.cram.crai	1323732	6bf1e217e3bacb715c049ef4389daf91	b172ade57352a33f035c3e86f7e49f2c47b11d3192e8c6f139d10150de9f78db
NA20502	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239785/NA20502.final.cram.crai	1404019	2c5a5a57403b832c195eaf82564a6d76	571a9863beee7427e0983c6fc1c66ab8cb7dd1ee641afea9c382e3d0ddbf207d
NA20503	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239786/NA20503.final.cram.crai	1477839	fcae8e7afb9668e86eb2184b3576ef72	bd846c25517c6e32543c47372952310ec90af02330addb613dbf993934143783
NA20504	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239787/NA20504.final.cram.crai	1334152	dcb86cb0c18e229d2ae9a5f9e354afb2	e220cdc35dcd2d2d54402d8bc4dc947ca2a5879185dcd3899f88faaf1692d58f
NA20505	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239788/NA20505.final.cram.crai	1289578	24f5e28c05e76066f190a698d8d902b0	8b7d34def57eb290675de54892c5bb56549fcec9c8b109d661e7393ffb5d44ae
NA20506	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239789/NA20506.final.cram.crai	1345147	83ef9e58eeb5ec67b07a39be127f68ff	3b13ff149f91a003ccd578334a83d72578ec788b6b044011d6afb72af0a76a49
NA20507	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239790/NA20507.final.cram.crai	1285827	9ec34233ce9c9a079c960c697ba7ad44	6e5888f73d295c89dc89d77ab0c0487424ff4d9e4b4854ba7002187050e246c3
NA20508	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239791/NA20508.final.cram.crai	1272743	ee622da5955572fc9eeacf8923ba01ba	74151d2f4fb18b62f89e04928cdbaa1260804b159fae2c600ddd77aa7dddc35a
NA20509	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239792/NA20509.final.cram.crai	1432434	f69a65d409d9d92e366de4ff2d8a7e49	0d6bf61ccef1c531de10971c22de05f7a0fbd7ab360b61faec4aaba40c7ff7a3
NA20510	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239793/NA20510.final.cram.crai	1222616	5005c960673e7851033b7936a6f00606	949080e4ebcb3b147bc16236e7134035d53e583c571f0bed201886a6c34a8492
NA20512	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239795/NA20512.final.cram.crai	1358741	3ae7de8c83a747538c3ae5e51d23c7c0	150b3e88cb4842a392d4d4de9c2ab54406059df7b71e944af78999d8d5053a0d
NA20513	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239796/NA20513.final.cram.crai	1282066	c92fc81c8bccc15590aacea48501deec	2b32070f1a522957a812dcd620d8a7bd3295a7715677d1188ca7704e8aee644a
NA20514	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239797/NA20514.final.cram.crai	1319667	7ee0d30eef4c99bb69879882a26405a6	ba74018fbc561ec3044d482f92646fb1462e11922ee86ae68d2d4046725b8c29
NA20515	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239798/NA20515.final.cram.crai	1295937	dd0e4d8eedea4285c3b1017e33699ae4	dfe2c1901fcaf53fd9751c16112980865f8aa473ba3bdb4cf67155d85dd4dfdb
NA20516	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239799/NA20516.final.cram.crai	1406764	588e61eb32fe491270b96e32f5d77594	9eecdf72468b84c91c3297df291eec617e7f303b10e91cec6c44b5a9d82f8601
NA20519	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239802/NA20519.final.cram.crai	1347942	e5e1c4ae377e048010b5bf07a8410b2c	32992d3bf230a68773c7f4555ffe4444f429cfaae2d289c105d03d69079fac48
NA20521	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239804/NA20521.final.cram.crai	1424362	ad12d98d03f1474b347a1632018a337d	4d0b3c07b354a87600c711110dd082121b91d6a0e4f5429916830a80e81959fc
NA20528	wgs	https://ftp.sra.ebi.ac.uk/vol1/run/ERR323/ERR3239809/NA20528.final.cram.crai	1284919	1d62a49459a2d496282d0846fc065af3	b59a8297b3a10b8655f94c3c0007767cd9b208b0cbb4d726f581991c3e8d24c7
