run_accession	submitted_ftp	submitted_md5	submitted_bytes
ERR205012	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205012/NA20786.1.M_120209_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205012/NA20786.1.M_120209_8_2.fastq.gz	7b79c2fee88cd99408cf3f1f9055c34f;7a664a724d46923b2744705c684ab2fa	1057485146;1069310561
ERR205016	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205016/HG00237.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205016/HG00237.4.M_120208_1_2.fastq.gz	7339f69b2dbfe5279fc9d01b7ccfe288;1364f43af5244d94210dc5ffd23567cc	3488632000;3481262726
ERR205019	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205019/NA18502.1.M_120209_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205019/NA18502.1.M_120209_6_2.fastq.gz	38243ef7095654931be81670169cac48;16055073c9d9efec6442094e85396b8c	966213343;984042249
ERR205022	ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205022/NA12156.1.M_120209_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR205/ERR205022/NA12156.1.M_120209_7_2.fastq.gz	c800e029e19deaa2b322f258f007d561;dcfb992b297ddaab004cd4e87764b5e6	1435046769;1454826435
ERR188021	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188021/NA20508.1.M_111124_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188021/NA20508.1.M_111124_2_2.fastq.gz	8eddf3b00c3b1fbcc34d6eb98a83e53b;99e517e8687c3f3f884ec254d6fccfe2	2356039809;2378082514
ERR188022	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188022/NA12812.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188022/NA12812.1.M_111124_4_2.fastq.gz	4caaf5cd1ce630ffe3ee16a6339bad6c;91c52d61126bf70c809f09cab608627c	1585631212;1596787497
ERR188027	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188027/NA07056.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188027/NA07056.1.M_111124_3_2.fastq.gz	f04be361516eda680f76a819edfe7272;73bed69a3591e35865eede8a4ee7b214	2085311539;2114006416
ERR188029	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188029/HG00355.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188029/HG00355.2.M_111215_6_2.fastq.gz	3a759d18cc3e74ff651e81e8092ae2fb;b375f0738fedc21675d15fdf0ed9e421	3174747485;3187991086
ERR188033	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188033/HG00336.1.M_120209_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188033/HG00336.1.M_120209_2_2.fastq.gz	0a855574069f9035905cb3bb3ee5e67c;ac4b3ba60d81b8cbda80ac6427d78b79	1805455216;1832863412
ERR188040	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188040/HG00096.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188040/HG00096.1.M_111124_6_2.fastq.gz	9341fb9158e890d990cbfd7b8cef7c91;2f7b9029b267ca61e1ca69eec56cb7fc	1895969413;1930116879
ERR188041	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188041/HG00157.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188041/HG00157.5.M_120131_3_2.fastq.gz	9a0a63dac547d6a4ec8de1d6dcc90533;0e3149e7e91cc8588f78cb06c7e05bb2	2675081779;2681486301
ERR188042	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188042/NA19204.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188042/NA19204.1.M_111124_6_2.fastq.gz	cd2f03cff9f740f75be59e9179daf25e;6e13516e3b3b4ac1523cd6a3cbb13bc7	1752809488;1778849407
ERR188053	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188053/HG00242.3.M_120202_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188053/HG00242.3.M_120202_7_2.fastq.gz	9cdb73d69875e34f6f3ba00cb93b0a88;e42bbdd5451e52ffca42eb392e134d5b	1855208995;1830422991
ERR188056	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188056/HG00331.7.M_120219_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188056/HG00331.7.M_120219_8_2.fastq.gz	81ded15a83fe62d42553dbba44ffd25d;9a10e1cd742d9bf0eea8c5202f125885	2939412594;2939250699
ERR188059	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188059/HG00125.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188059/HG00125.1.M_111124_6_2.fastq.gz	77ff74f2ed68f6900bd63097ff896d48;2696889baaadfdb8f4cc78fdb006e973	1974004488;2022581685
ERR188064	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188064/NA19144.1.M_120209_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188064/NA19144.1.M_120209_1_2.fastq.gz	83ec539148183ea3801a9c78932a36dd;f47ac169f04f6b0b9e3d2d19e906fd9e	1232631068;1253602539
ERR188079	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188079/NA20778.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188079/NA20778.4.M_120208_1_2.fastq.gz	f3630a3b523b372bffcd8a9b32649785;bbad61e3129b02262c9ec12d0599d51d	641425495;643870393
ERR188095	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188095/HG00137.6.M_120217_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188095/HG00137.6.M_120217_1_2.fastq.gz	51cbdbb5b9a834fec6101c3d634a480e;7ff1b662ef894ae2c5d5b766cab2a5e9	1661674516;1635046737
ERR188097	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188097/NA18511.7.M_120219_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188097/NA18511.7.M_120219_2_2.fastq.gz	c28d4c85e0e42a4929905b9871b957b1;b4c00858e9fa14dec7ce9860cff84766	4254785864;4275618276
ERR188101	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188101/NA10847.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188101/NA10847.4.M_120208_4_2.fastq.gz	a42ecc1a0fe3937ea13215e67179fd83;b6fdbdbea062dbde7fcaf8697bfdc9d9	2199534975;2198198648
ERR188104	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188104/NA19146.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188104/NA19146.5.M_120131_5_2.fastq.gz	f90389925a212e958441d47b13a4c5fe;07c7d20d9e17cc6ec2b5cb7f83add6c7	2266318372;2281680650
ERR188106	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188106/HG00247.3.M_120202_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188106/HG00247.3.M_120202_1_2.fastq.gz	6a4b837b4141d66c32ea2f25edc11b68;fcf12d95c4ffabcf971abd8b1eb67657	2044856559;2025815482
ERR188108	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188108/NA20754.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188108/NA20754.4.M_120208_1_2.fastq.gz	90fda77cd7b146e07b0a769d0917d2d8;87098fc385b0b6ec499630b14aaaef04	1808230103;1811993299
ERR188110	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188110/NA20760.3.M_120202_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188110/NA20760.3.M_120202_5_2.fastq.gz	175c13564c112a56926a2e8d05b3f1b9;1f993bee20ff1a904b3f956cfc791c32	1485104930;1479821144
ERR188121	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188121/HG00311.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188121/HG00311.4.M_120208_6_2.fastq.gz	c13d3a3c8f7313962515c3dc9c6c385f;f745d89e10dece08ce90272d7ebee5fa	1925542876;1926401985
ERR188122	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188122/NA11894.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188122/NA11894.2.M_111215_4_2.fastq.gz	cc754bf1a0bdb7e1e5c997a62cb38dcd;50a9de83ba50dd7dcaa5cce7aaf22e38	2505216446;2518562378
ERR188128	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188128/NA19092.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188128/NA19092.1.M_111124_3_2.fastq.gz	ed88b3ae6e80380a674738431b53554f;7b7f1ee766b0ae32238c166e0b0a188e	2413361938;2448269807
ERR188129	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188129/NA19197.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188129/NA19197.3.M_120202_2_2.fastq.gz	ef510fe2f555c290896aa494088cf4d0;ceed8d8cab41a2c792a60b0baad042db	1599540783;1603605459
ERR188139	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188139/NA18917.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188139/NA18917.1.M_111124_5_2.fastq.gz	cf00f938833340fe3928a7f352d50028;cda5c997868ee621a8c90c2a40141ebc	1900039721;1912881289
ERR188141	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188141/HG00343.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188141/HG00343.1.M_111124_5_2.fastq.gz	ef4bbb8d1b6ae4f450b7799270e1f5ac;30f48cb4b115311d61317fb4c54e7120	2538907700;2565079424
ERR188142	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188142/NA12287.3.M_120202_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188142/NA12287.3.M_120202_3_2.fastq.gz	aa7fde28a86d91deb25ab6e86405f257;2b5f218f9328f742dfcf486da3018f7c	1320513918;1321600708
ERR188147	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188147/NA20804.4.M_120208_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188147/NA20804.4.M_120208_1_2.fastq.gz	05b62c1566a534996f48eaff5f114ec3;f2897c662e3f10433241e25980f654ae	2044699346;2060077729
ERR188152	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188152/NA12751.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188152/NA12751.2.M_111215_8_2.fastq.gz	372f398ff5fe44397e4ad2fe53545a8a;3a2288ca09bba572108565c95e40d948	2879253525;2902555364
ERR188154	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188154/HG00251.2.M_111216_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188154/HG00251.2.M_111216_8_2.fastq.gz	c8edb140ab9b18d6a38e84324efd6192;7b5d0db535197101330d6add53f76741	2603528499;2608910867
ERR188155	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188155/NA20790.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188155/NA20790.2.M_111215_6_2.fastq.gz	bfb9a0770135f58a3c970a29582cb871;80b972e9eb4acd793c94860eb7d80644	2135197813;2142955549
ERR188166	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188166/HG00108.7.M_120219_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188166/HG00108.7.M_120219_2_2.fastq.gz	711e6dd6d06b77bfdd827f45c463b7b4;f595f1fd8f7ff6ade86dfe52e39871d4	3216164746;3237794402
ERR188174	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188174/NA19198.2.M_111215_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188174/NA19198.2.M_111215_6_2.fastq.gz	983faa0b50569161e2ab674907b2813a;801994b57e8ee507035e53583d68820d	2584183234;2622028228
ERR188185	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188185/HG00260.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188185/HG00260.5.M_120131_7_2.fastq.gz	2044fc92578a600efccddfdd03f94997;5168f41579ff27711a402acc4bd15aed	2193105923;2201394539
ERR188186	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188186/HG00115.6.M_120119_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188186/HG00115.6.M_120119_1_2.fastq.gz	d9807b1707b87a662e9fb625b37069f6;542b4277599b7802db730aa92f6a6480	1846035848;1860967287
ERR188190	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188190/HG00171.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188190/HG00171.3.M_120202_2_2.fastq.gz	fd2b29c0385fa2ca55c090d297258812;6e1520dbd1ba12fc73c8ea99891a3081	1167365986;1181812710
ERR188194	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188194/HG00284.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188194/HG00284.1.M_111124_6_2.fastq.gz	e349895ac03ef0e360ce8c9253809fc7;336c70678188577b780a1dc17a04ebad	2289659539;2329167090
ERR188205	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188205/HG00310.4.M_120208_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188205/HG00310.4.M_120208_3_2.fastq.gz	048d44db3f040ef6eab5d31a583d7a6b;d370dc595e5afe2748839248bab205dc	2289261842;2308224462
ERR188211	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188211/NA19175.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188211/NA19175.4.M_120208_8_2.fastq.gz	fe2637b562fe32aec9a803c2aa12db4e;8f5adf0d586f90df8e0aff6b95851508	2152571038;2171110203
ERR188213	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188213/NA06986.2.M_111215_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188213/NA06986.2.M_111215_4_2.fastq.gz	62153f9c313ab6412fc253d5040bc633;a2991c13e913024c68eed357252495fa	2548234839;2562516676
ERR188214	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188214/NA18486.7.M_120219_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188214/NA18486.7.M_120219_4_2.fastq.gz	b5a38eefdf06bd5706a73497e339f0bc;5924f503602188f0010f0b7635f91828	3639547443;3691631036
ERR188216	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188216/NA12873.7.M_120219_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188216/NA12873.7.M_120219_1_2.fastq.gz	310d1af17857a7d7b55a87306a80a8d6;693888b5c5bbb138e0bb2fc7d3407f29	2817773819;2802421167
ERR188225	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188225/NA19152.4.M_120208_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188225/NA19152.4.M_120208_4_2.fastq.gz	8ed6657fa0ea94a748eeec0fb0a7b48b;93fa85eac091f7bec836d6b3484de2fd	2062207477;2065014885
ERR188231	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188231/HG00097.7.M_120219_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188231/HG00097.7.M_120219_2_2.fastq.gz	fc37f30adfa957ae90c7f04f82c4ac64;c484f22dd1474c71a1ab2bae9ae94eb4	3481430314;3506461671
ERR188234	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188234/NA19116.2.M_111215_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188234/NA19116.2.M_111215_7_2.fastq.gz	fcfd58663574f7623f26457f755aed90;038c9e2eab107cf431388b3c7029b502	3166308016;3179725212
ERR188244	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188244/NA12718.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188244/NA12718.1.M_111124_7_2.fastq.gz	bedd71709422a8f05dc184fdbb355a55;cce7cb34aef700af025f9a35785deae4	2342279471;2350681684
ERR188261	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188261/NA19108.5.M_120131_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188261/NA19108.5.M_120131_7_2.fastq.gz	fc525cfddc89baae020c3a9891a17492;898d5383dd28d9f5b0ab81a03d751478	3315681363;3319928906
ERR188272	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188272/NA11881.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188272/NA11881.1.M_111124_5_2.fastq.gz	43835f77a884e6c37574b3f7883f6f2d;92abb415934f998998b8e737350a2996	2365698076;2381518480
ERR188276	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188276/NA20758.2.M_111215_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188276/NA20758.2.M_111215_8_2.fastq.gz	992c5a83430e18effca2cc7346ec52ee;1ccdc7e544fa99dd240502a8b1b54bad	3263760681;3310491170
ERR188284	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188284/NA19223.7.M_120219_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188284/NA19223.7.M_120219_6_2.fastq.gz	35b369f22d67816e0bcc6b990165bbe9;63685007a0a45c6cf5ae975fdc2c1585	3623627829;3656901259
ERR188288	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188288/NA20507.1.M_111124_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188288/NA20507.1.M_111124_7_2.fastq.gz	e192b61b2f6db0b5f915cbadad93d965;75d0725b7ec6932136b883888bf40624	1872846238;1893464829
ERR188301	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188301/NA11994.2.M_111216_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188301/NA11994.2.M_111216_7_2.fastq.gz	9ebbe6040533e129eaacd1a621952121;481236542ba104cae72198bc7834a809	3481512101;3490676809
ERR188306	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188306/NA19138.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188306/NA19138.3.M_120202_8_2.fastq.gz	e7adcbc41c880193c0236dc5044ddd3b;d39fdc83862568ad1abc4fb27c5549da	1616923379;1611170481
ERR188310	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188310/HG00124.3.M_120223_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188310/HG00124.3.M_120223_7_2.fastq.gz	0e07a7fbdb4bed342aad1835404fd513;7420aa180f6e6a3d855068523dcf5f64	2269025327;2359310740
ERR188313	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188313/NA18873.4.M_120208_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188313/NA18873.4.M_120208_7_2.fastq.gz	ab98621ce861c6613646d361a27cf0f4;01673ac2cd02d278714b240c3b676696	1892745534;1888213485
ERR188330	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188330/HG00379.5.M_120131_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188330/HG00379.5.M_120131_3_2.fastq.gz	724263798addedba0a8fc9b9328bc4e6;570a63d204f073de50087ce5124d3e6d	2274470207;2274292149
ERR188334	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188334/NA20543.2.M_111215_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188334/NA20543.2.M_111215_5_2.fastq.gz	5a60c141b834f9155eb7e40ae0a1c406;0511ad65cddb0bb96b9b8afa095e143c	2195033719;2205332018
ERR188347	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188347/NA20525.1.M_111124_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188347/NA20525.1.M_111124_1_2.fastq.gz	9af6112f1c78c328e937ca953496ab83;436e600e58c204ec6afcb09d89aa8c89	2003643300;2024472617
ERR188348	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188348/NA11995.7.M_120219_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188348/NA11995.7.M_120219_5_2.fastq.gz	3872cb64d77ab6c93c5077c80d477e7c;240490248f56e4eb07f6016eefecbab9	2134524133;2162689684
ERR188352	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188352/NA18909.4.M_120208_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188352/NA18909.4.M_120208_8_2.fastq.gz	032db58e30b08c9a6f7e8016864731d9;27168fcf967e9a0a737b1bd95406750b	2107923924;2110896765
ERR188355	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188355/HG00267.4.M_120208_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188355/HG00267.4.M_120208_6_2.fastq.gz	cc04743fc3453deecfdd71f76fa94ed8;83f10a04298f148a3af9fa87328d2141	2039988459;2038052614
ERR188356	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188356/NA20514.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188356/NA20514.1.M_111124_4_2.fastq.gz	5054ecf745a2477c5c154336985e39da;ae3e691947d4591f347258cfd5ca42f9	1840579518;1847884514
ERR188358	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188358/HG00367.2.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188358/HG00367.2.M_120131_1_2.fastq.gz	f03e20d972747545ecaf16db3932144c;bc667385b42271614ce9b0797d01128f	2852049014;2848272419
ERR188362	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188362/HG00371.1.M_111124_3_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188362/HG00371.1.M_111124_3_2.fastq.gz	6e54c7bffdf8be54561933140c5ef535;fb04d486e24b91169fc40ccd2eec45ae	1814361298;1840817632
ERR188364	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188364/NA19248.5.M_120131_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188364/NA19248.5.M_120131_1_2.fastq.gz	f2cbf1f8af4223029525a709e38c7efe;05ffba5fda2a30f40d374135f9ba9adf	2002291281;2054191781
ERR188374	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188374/HG00360.3.M_120202_8_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188374/HG00360.3.M_120202_8_2.fastq.gz	eeb0023a9d261724503f1e9b8a26ff7d;3a7cb3c2e4f0425eb19ba2125c7292ff	1803792028;1797639948
ERR188380	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188380/NA20502.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188380/NA20502.3.M_120202_4_2.fastq.gz	f321432d67c1430baffef2313306b332;c0318166c9df6e70c4e55ad054f92a30	1799534047;1793598436
ERR188385	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188385/HG00138.5.M_120131_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188385/HG00138.5.M_120131_5_2.fastq.gz	97ef653eeed41948d9b3c61e54970052;023a50c2edd6c850c7b80e6f5ce96e5b	1948089796;1988243586
ERR188386	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188386/NA20521.7.M_120219_7_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188386/NA20521.7.M_120219_7_2.fastq.gz	f5ceb7de3be0fda6048900ec49ec210d;f1c89afbea5d2da892abd34de4954326	1812056602;1830333471
ERR188388	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188388/NA12341.1.M_111124_5_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188388/NA12341.1.M_111124_5_2.fastq.gz	92f05f3c00720a55bc3b941681ee3693;1402e3836b2630c76cb80f781ad5579e	2139427989;2174945369
ERR188390	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188390/NA19235.1.M_111124_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188390/NA19235.1.M_111124_6_2.fastq.gz	bcf187f7dd76a1ac4eafbeea57132296;d1e60713e975f57cb5baa846bc1a71c7	2391291089;2429662689
ERR188391	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188391/HG01789.6.M_120119_1_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188391/HG01789.6.M_120119_1_2.fastq.gz	c6adfd289363e41ee596aed05fe67a59;2be251f728a7d93026c765cfe4fb9844	1725953336;1739229878
ERR188398	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188398/NA20535.3.M_120202_2_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188398/NA20535.3.M_120202_2_2.fastq.gz	8f1e4842b6ec83392ef6549b13350968;6c8d8398f5f77ddc0da7da6b8cbedfaf	2026234855;2029927298
ERR188402	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188402/NA20581.1.M_111124_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188402/NA20581.1.M_111124_4_2.fastq.gz	596f1ef18e8a1fbf9e0250a279e85d41;0a93c344c2277aead70ad64bb9b4fd1b	1660255116;1674050834
ERR188417	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188417/HG00327.3.M_120202_4_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188417/HG00327.3.M_120202_4_2.fastq.gz	596bc89bda73dc8f73059c2ab21c133b;8b01a85e3046e8a8f6884a22f873e4a3	1493442942;1487336133
ERR188427	ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188427/NA19159.3.M_120223_6_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR188/ERR188427/NA19159.3.M_120223_6_2.fastq.gz	df4254956a271129e49ada1af8243c6e;981fcd4a71fbc3e389ca679a8c9837d6	6262500180;6368749785
